engagement_id,employee_id,employee_level,department,region,engagement_score,leadership_score,workload_score,comment_text,survey_date,insert_ts
0397ea57-c47f-46cc-a2d7-6b2b4f2b289e,E25647,Senior Associate,Audit,APAC,2,4,2,Leadership communication can improve,2024-12-02,2025-12-19 08:13:39.339812
3c0fe8b8-a46c-4227-aca0-f3b92c1287a0,E90605,Director,Advisory,APAC,5,3,4,Enjoy working with my team,2024-01-11,2025-12-19 08:13:39.339820
91f9d226-4727-4a22-9708-5df99b89487e,E46281,Director,Advisory,APAC,3,2,4,Leadership communication can improve,2023-10-03,2025-12-19 08:13:39.339828
4ee4df4c-182f-4076-997a-3641797b7d86,E42564,Manager,Tax,Americas,3,3,1,High workload but supportive team,2023-04-22,2025-12-19 08:13:39.339836
37652c6f-c7e3-455e-9698-cbaddfae708b,E95558,Director,Advisory,APAC,1,5,1,Good work culture,2024-12-18,2025-12-19 08:13:39.339845
e737755c-cec8-4346-afb0-05242b6d78c9,E33151,Senior Associate,Advisory,Americas,2,5,1,Good work culture,2024-11-21,2025-12-19 08:13:39.339853
8a78b9c0-093f-4261-a12d-db24e3677745,E87230,Senior Associate,Audit,EMEA,2,4,3,Good work culture,2023-10-23,2025-12-19 08:13:39.339861
029c6b75-e433-4e96-b537-395e1ec4e905,E92966,Manager,Advisory,Americas,4,5,4,Burnout risk,2023-02-10,2025-12-19 08:13:39.339869
10ac04fe-6398-4ec3-91a5-37ab3e5bfaeb,E15026,Associate,Tax,APAC,2,2,1,Leadership communication can improve,2023-05-17,2025-12-19 08:13:39.339878
7f28d18b-221e-45e2-bc74-4da9433532af,E49382,Associate,Advisory,APAC,3,4,3,Burnout risk,2024-12-07,2025-12-19 08:13:39.339887
72d9631c-70d9-40e3-aa2c-6b9045ebf226,E44981,Senior Associate,Advisory,EMEA,5,4,1,High workload but supportive team,2024-05-06,2025-12-19 08:13:39.339895
57062cce-0688-472d-a984-73f35b42feaa,E68859,Senior Associate,Audit,APAC,2,3,4,Burnout risk,2023-11-15,2025-12-19 08:13:39.339904
cd5f62f0-1954-4e6b-8df4-e7a0e79a0dff,E30275,Associate,Audit,Americas,3,3,3,Enjoy working with my team,2024-02-08,2025-12-19 08:13:39.339912
8980b6aa-d3f1-4bc0-89bb-a2632f0819e8,E59572,Associate,Advisory,Americas,2,5,3,Good work culture,2024-02-29,2025-12-19 08:13:39.339920
987ac5d6-7bbb-4a85-a6af-00a45352b525,E46876,Associate,Audit,APAC,1,5,3,Good work culture,2024-10-13,2025-12-19 08:13:39.339928
8629b07f-9d74-4b5e-b051-2c102f01d1f4,E95275,Director,Audit,Americas,2,4,3,High workload but supportive team,2023-08-06,2025-12-19 08:13:39.339936
70306bf0-7700-4934-b23d-bfab7df2540d,E43506,Director,Advisory,Americas,3,3,4,Good work culture,2023-05-11,2025-12-19 08:13:39.339944
6c3679cc-127d-4cc2-bf1e-dcdb7118ca34,E96388,Associate,Audit,Americas,3,4,4,High workload but supportive team,2024-03-22,2025-12-19 08:13:39.339952
002663c7-597f-4bc2-adb3-0991f17d88e5,E44119,Manager,Tax,APAC,1,5,5,Burnout risk,2023-06-27,2025-12-19 08:13:39.339962
8e4550d7-30d2-4da2-967b-1a5c74610905,E76864,Associate,Advisory,Americas,2,3,2,Leadership communication can improve,2024-10-17,2025-12-19 08:13:39.339971
76dbd3c2-e9a5-479e-8fa7-113107d0e0ed,E44360,Senior Associate,Advisory,Americas,4,2,5,Enjoy working with my team,2024-10-24,2025-12-19 08:13:39.339979
98993849-6845-4e5a-a5e9-6a32ecb14f93,E10305,Director,Tax,Americas,1,2,5,Leadership communication can improve,2024-12-29,2025-12-19 08:13:39.339987
88eea2ce-fdb2-466d-86c9-7d3e151664ed,E69587,Manager,Audit,APAC,3,1,4,Leadership communication can improve,2024-09-25,2025-12-19 08:13:39.339996
9c1abdc5-f0ec-46f6-b5f4-cbdc086b1bd4,E21561,Manager,Audit,EMEA,5,2,3,Good work culture,2023-12-21,2025-12-19 08:13:39.340004
e520e4f1-a53f-412d-a26b-2204b8309028,E98030,Manager,Advisory,EMEA,3,1,2,Good work culture,2024-02-16,2025-12-19 08:13:39.340012
01c42989-2ddf-4412-9fa9-d7d20765e24b,E90848,Associate,Tax,Americas,4,1,1,Burnout risk,2023-12-24,2025-12-19 08:13:39.340020
a864fefa-6031-4090-bb29-59ae274dad46,E87577,Director,Audit,Americas,4,2,3,High workload but supportive team,2023-01-02,2025-12-19 08:13:39.340028
7e12c06a-8cd9-40ae-ab2f-a0bdca20fa90,E40413,Associate,Advisory,Americas,3,4,3,High workload but supportive team,2024-09-02,2025-12-19 08:13:39.340036
e9020b67-690c-4f55-b277-a8c91731ae71,E42802,Manager,Audit,Americas,1,3,3,Good work culture,2023-03-04,2025-12-19 08:13:39.340045
04e0038a-5b00-42a4-b0d2-3dca51b837c0,E86605,Senior Associate,Tax,APAC,1,5,3,Good work culture,2024-04-28,2025-12-19 08:13:39.340053
ce127482-60e6-4f7e-9544-88696a244b88,E83426,Director,Audit,APAC,3,2,5,Good work culture,2023-02-08,2025-12-19 08:13:39.340061
84524909-6170-418c-bf1b-e64b3a6de50a,E41443,Manager,Tax,Americas,2,2,5,High workload but supportive team,2024-02-02,2025-12-19 08:13:39.340069
361a6e49-0360-44fc-a0d1-0fa6951ea437,E28636,Associate,Advisory,Americas,3,3,3,Enjoy working with my team,2023-06-01,2025-12-19 08:13:39.340077
c5d9b887-70cb-41d2-88fa-bc8c4d0e6d7f,E76190,Manager,Tax,EMEA,3,4,3,Enjoy working with my team,2024-07-13,2025-12-19 08:13:39.340085
f9477c82-71b5-4858-a957-aa3f105755b3,E38788,Senior Associate,Tax,APAC,5,5,3,High workload but supportive team,2023-03-15,2025-12-19 08:13:39.340097
1281304b-8126-48cf-8dcb-7aa1e4320804,E13864,Manager,Audit,Americas,5,5,3,Enjoy working with my team,2024-07-14,2025-12-19 08:13:39.340105
bf655dc6-96d1-4470-b28f-7cf14f17ba40,E67657,Senior Associate,Tax,APAC,5,3,4,High workload but supportive team,2024-06-05,2025-12-19 08:13:39.340113
0f213dc0-83dc-4908-a3e5-df6e2764a777,E41752,Director,Tax,APAC,1,1,5,Burnout risk,2024-07-29,2025-12-19 08:13:39.340121
20b4209e-3eab-4e77-b89e-d1e11466cb81,E66644,Manager,Tax,Americas,5,5,3,Enjoy working with my team,2024-10-12,2025-12-19 08:13:39.340129
1833d455-5756-4113-af2a-4e397cce3207,E12323,Director,Advisory,EMEA,4,2,3,Enjoy working with my team,2024-10-17,2025-12-19 08:13:39.340137
1c553635-b5fb-45fc-92e0-99dfc3cc476f,E71309,Associate,Audit,APAC,4,1,5,Burnout risk,2024-04-02,2025-12-19 08:13:39.340147
fa9c5205-fbba-4aab-8c6b-c6ca59a5ef6f,E56750,Director,Advisory,APAC,5,5,1,High workload but supportive team,2023-02-05,2025-12-19 08:13:39.340155
5e098552-ce8c-4fd6-bb7c-5eb8c588357c,E73653,Manager,Tax,APAC,1,3,4,Burnout risk,2023-02-18,2025-12-19 08:13:39.340163
3c2b1125-f8cc-455f-86d3-f3fcd54340d8,E70648,Manager,Audit,Americas,1,4,3,Burnout risk,2023-09-15,2025-12-19 08:13:39.340173
7fa20ecd-cd5e-4a96-90b4-048772634fad,E72915,Director,Audit,Americas,2,1,2,Leadership communication can improve,2024-10-06,2025-12-19 08:13:39.340186
90aac571-05af-4cd9-8f88-de51f273713d,E43475,Manager,Audit,Americas,4,2,1,Burnout risk,2024-05-10,2025-12-19 08:13:39.340203
a239ea33-0fb8-4bb6-b40b-8a6a04f88745,E20578,Associate,Audit,APAC,2,1,2,Enjoy working with my team,2024-05-15,2025-12-19 08:13:39.340211
41be09a6-f2c7-4b4d-939f-09f975cd80e5,E33567,Associate,Tax,EMEA,5,3,2,Enjoy working with my team,2023-03-26,2025-12-19 08:13:39.340219
efe47e7b-40cb-4320-abe1-c009e567184d,E93705,Director,Advisory,Americas,4,3,4,Good work culture,2023-01-30,2025-12-19 08:13:39.340227
b4eca215-7835-4de3-b8f8-b1508f6414b0,E74056,Senior Associate,Advisory,APAC,4,3,4,Leadership communication can improve,2023-05-19,2025-12-19 08:13:39.340236
916bad23-4edc-4b03-abf5-23b2fb70f019,E13268,Senior Associate,Audit,Americas,2,1,1,Good work culture,2024-01-31,2025-12-19 08:13:39.340244
42241aae-f713-4daa-a9e3-7e2fd3c7ecc8,E20492,Senior Associate,Audit,APAC,3,2,5,Good work culture,2023-03-02,2025-12-19 08:13:39.340253
9c9c6b28-2b1e-4a28-ada6-6b858c499e87,E74525,Manager,Audit,Americas,4,4,3,High workload but supportive team,2023-02-08,2025-12-19 08:13:39.340262
8c0341b7-b4a5-46a9-93f6-9be71d753c7d,E82068,Director,Audit,EMEA,2,5,2,Good work culture,2024-02-12,2025-12-19 08:13:39.340270
31109bac-f4df-40e5-bbc3-0a40b5afc246,E74321,Senior Associate,Audit,APAC,3,4,3,Leadership communication can improve,2024-04-30,2025-12-19 08:13:39.340278
df107d78-a5cb-4eef-bf38-adc2487f9d1d,E25162,Associate,Advisory,APAC,4,1,4,Enjoy working with my team,2024-10-21,2025-12-19 08:13:39.340286
3f272580-e281-4a83-a3e6-7369dafc1e60,E41050,Director,Advisory,Americas,5,5,2,Good work culture,2023-09-19,2025-12-19 08:13:39.340294
6854dfd9-3e36-4ba2-a176-130d2a50d0ac,E26023,Associate,Audit,APAC,4,2,5,Good work culture,2024-05-30,2025-12-19 08:13:39.340302
e58d8978-223d-46a1-aa7e-6376cfc438da,E96599,Manager,Advisory,Americas,5,1,1,Good work culture,2024-04-12,2025-12-19 08:13:39.340320
3b2ec55d-df78-4ddc-9963-957b3be80da7,E17989,Manager,Advisory,EMEA,4,4,3,Burnout risk,2024-10-06,2025-12-19 08:13:39.340342
a9eaabd7-ae6d-48b8-a9c7-8f9d8938a358,E58544,Director,Advisory,EMEA,5,1,2,High workload but supportive team,2024-02-13,2025-12-19 08:13:39.340351
192793a8-7a64-4529-9b7c-48eaca977176,E92369,Director,Tax,EMEA,5,3,4,Burnout risk,2023-03-27,2025-12-19 08:13:39.340359
c5f91ce6-0868-4d00-9ed0-b94ecc34d683,E12717,Senior Associate,Tax,EMEA,5,3,5,Enjoy working with my team,2023-11-19,2025-12-19 08:13:39.340367
07026ecf-5ed7-44d6-b7ce-ae2e9e73906f,E31264,Senior Associate,Audit,Americas,1,3,3,High workload but supportive team,2023-07-18,2025-12-19 08:13:39.340376
e2b2fd51-f4d5-42bd-88c1-665d64c1f501,E44676,Senior Associate,Audit,EMEA,5,5,2,Good work culture,2024-04-19,2025-12-19 08:13:39.340384
0d26b96b-cd57-45aa-99ba-15efe6ee0d43,E14230,Associate,Audit,APAC,4,4,3,Leadership communication can improve,2023-09-26,2025-12-19 08:13:39.340391
1440a592-078d-4dfb-a4d2-688315372427,E68546,Manager,Audit,Americas,5,4,3,Good work culture,2024-03-10,2025-12-19 08:13:39.340400
d6655d6a-051e-4d55-a437-2aa2deaf6278,E37632,Senior Associate,Advisory,APAC,1,4,2,High workload but supportive team,2023-02-23,2025-12-19 08:13:39.340408
5ed90c1c-e418-4f45-bd29-f76c4266e784,E35225,Manager,Tax,APAC,1,4,2,Enjoy working with my team,2023-08-19,2025-12-19 08:13:39.340416
aa3f870c-9a1d-4498-9433-986f9339cf44,E99804,Senior Associate,Audit,Americas,1,3,5,Good work culture,2024-07-02,2025-12-19 08:13:39.340425
3a28b87f-2f84-4e0b-a7b2-d1a4b5ffe402,E77570,Director,Tax,APAC,1,2,3,Burnout risk,2023-01-22,2025-12-19 08:13:39.340435
474de9e8-a205-45bf-b313-07e305b5d518,E49660,Manager,Tax,APAC,1,4,3,Enjoy working with my team,2024-05-10,2025-12-19 08:13:39.340444
cdb60977-1e62-4287-9368-837e656572b7,E26629,Associate,Audit,APAC,4,1,4,Burnout risk,2023-04-19,2025-12-19 08:13:39.340453
bbff8ec8-9ac5-425e-b2f8-5076fae9f630,E10103,Associate,Tax,EMEA,4,4,2,Leadership communication can improve,2023-05-12,2025-12-19 08:13:39.340461
dbd7c7ae-888d-401b-97a6-173c9a055102,E21173,Manager,Audit,EMEA,4,2,4,Good work culture,2023-03-16,2025-12-19 08:13:39.340469
eae25853-9fb1-46f7-ae7f-7d36b2533436,E11637,Director,Audit,EMEA,5,4,5,Enjoy working with my team,2023-10-08,2025-12-19 08:13:39.340477
93bfeb74-c73a-4962-9841-eeebab15f91b,E64943,Manager,Audit,EMEA,4,2,3,Burnout risk,2023-11-15,2025-12-19 08:13:39.340485
fd88cf89-4445-476b-ab1a-a53c754b55d6,E66063,Manager,Audit,Americas,4,3,2,Leadership communication can improve,2023-06-26,2025-12-19 08:13:39.340493
cdcf82c3-2b13-4049-869d-5e2df1505150,E51616,Director,Advisory,EMEA,5,5,5,Enjoy working with my team,2024-05-08,2025-12-19 08:13:39.340501
e3466579-3334-4b87-9a72-8cfb46ba6689,E38980,Manager,Audit,EMEA,4,1,2,High workload but supportive team,2024-11-15,2025-12-19 08:13:39.340509
fad91b13-4b7a-4852-99c9-2b5f3153af67,E95303,Senior Associate,Tax,EMEA,1,1,3,Good work culture,2024-09-21,2025-12-19 08:13:39.340524
6db43be1-edef-4bf3-a758-1e3e200fa204,E56260,Associate,Tax,EMEA,1,3,1,Burnout risk,2024-09-16,2025-12-19 08:13:39.340540
3e24204c-7bc6-4323-aae6-c0b50234e051,E59804,Senior Associate,Audit,APAC,1,3,4,Enjoy working with my team,2023-06-04,2025-12-19 08:13:39.340552
f15e7691-0430-49cd-89b7-333c06cbfdd5,E54143,Director,Audit,Americas,1,3,5,Leadership communication can improve,2024-12-04,2025-12-19 08:13:39.340561
1858630e-5d9d-4316-a505-e51140b0ebdc,E99748,Senior Associate,Audit,Americas,3,1,4,High workload but supportive team,2024-11-30,2025-12-19 08:13:39.340572
e4f68a3a-d010-4631-82ef-454c5d589c7f,E85977,Associate,Advisory,APAC,5,5,1,Leadership communication can improve,2024-12-13,2025-12-19 08:13:39.340588
75391ee9-5e60-452e-9777-e297a40065c8,E63559,Director,Audit,Americas,2,1,5,Burnout risk,2023-03-01,2025-12-19 08:13:39.340597
969a9668-b967-4f32-84ce-ec2f862efa6e,E56053,Associate,Tax,Americas,2,3,2,Leadership communication can improve,2024-08-04,2025-12-19 08:13:39.340605
1017ba79-71d6-4e8c-97d6-5ccc99af2dec,E36847,Director,Audit,EMEA,4,5,1,Burnout risk,2024-05-25,2025-12-19 08:13:39.340613
8310f8a4-fdfa-4a8d-aaac-acb21fa817c7,E68055,Senior Associate,Advisory,EMEA,2,3,3,Good work culture,2024-12-21,2025-12-19 08:13:39.340621
01f0427c-3b12-4740-93b9-ff5e6fca0490,E65627,Director,Advisory,APAC,1,5,4,Leadership communication can improve,2023-09-05,2025-12-19 08:13:39.340630
6ef148df-6b58-42b5-80f2-d3796c9e0e3b,E12698,Director,Advisory,EMEA,3,2,5,High workload but supportive team,2023-05-24,2025-12-19 08:13:39.340637
81c61c81-ed1d-428b-8568-339d73f1ab34,E61228,Senior Associate,Tax,EMEA,5,4,1,Burnout risk,2024-10-15,2025-12-19 08:13:39.340645
32f87e58-9bc4-4b45-8313-19e985c9e9fc,E32576,Manager,Audit,EMEA,2,5,5,Good work culture,2024-07-23,2025-12-19 08:13:39.340653
9da59056-0227-46a7-9e12-8dd94503e460,E50916,Manager,Advisory,Americas,2,4,2,Enjoy working with my team,2024-05-03,2025-12-19 08:13:39.340661
a92a3563-f02f-4b25-af85-5042dc011986,E36965,Senior Associate,Audit,APAC,3,5,1,High workload but supportive team,2024-11-17,2025-12-19 08:13:39.340669
f0b49c9d-f516-40b2-991b-0f59f3d9a851,E83452,Director,Advisory,EMEA,2,3,1,Leadership communication can improve,2023-04-17,2025-12-19 08:13:39.340678
9e58d747-17f7-409c-bf00-59c747f69619,E91641,Director,Tax,EMEA,3,4,4,Leadership communication can improve,2023-07-06,2025-12-19 08:13:39.340686
31b6ec94-aa33-480a-b5d4-d53876abfde2,E26915,Manager,Advisory,Americas,4,5,3,Good work culture,2024-02-27,2025-12-19 08:13:39.340694
050da4c7-f90f-443b-ae61-4345fa64eeba,E87688,Senior Associate,Audit,EMEA,3,1,4,Good work culture,2023-09-11,2025-12-19 08:13:39.340713
0612efd6-7c94-4afb-9236-23de55b41776,E58701,Senior Associate,Tax,Americas,3,3,3,Enjoy working with my team,2023-01-30,2025-12-19 08:13:39.340722
4a634ce8-22b3-4589-93a5-d1b5612ea86c,E92074,Manager,Audit,Americas,1,3,4,Leadership communication can improve,2024-11-30,2025-12-19 08:13:39.340730
6f90edb2-2c38-46a1-98a1-5ea8220d7701,E53584,Associate,Advisory,EMEA,4,3,5,Enjoy working with my team,2024-06-14,2025-12-19 08:13:39.340738
4b3547c8-4064-45fb-ba4f-804e3a01162d,E49074,Associate,Audit,Americas,2,1,2,Enjoy working with my team,2024-03-22,2025-12-19 08:13:39.340746
4b4743e3-0d51-44f0-b09c-0a7ed4dbba8d,E16089,Director,Tax,APAC,2,3,5,Leadership communication can improve,2024-07-07,2025-12-19 08:13:39.340754
f158d89e-ff69-47f8-b917-432361921ffb,E33129,Senior Associate,Advisory,EMEA,2,3,5,Burnout risk,2023-05-02,2025-12-19 08:13:39.340763
f1c99a62-005c-43cc-beff-df25c1718307,E60711,Associate,Tax,APAC,3,2,3,Good work culture,2024-05-13,2025-12-19 08:13:39.340771
a38dc282-5741-451c-8c62-57988f2900b7,E65563,Manager,Advisory,EMEA,1,3,1,Good work culture,2024-10-22,2025-12-19 08:13:39.340778
bdec9e95-ae90-4ce8-82bb-0022515943eb,E85851,Associate,Audit,Americas,1,3,4,High workload but supportive team,2024-08-04,2025-12-19 08:13:39.340786
6772926b-0ceb-4b5f-802c-353419334972,E94001,Associate,Tax,APAC,5,5,2,Leadership communication can improve,2024-06-16,2025-12-19 08:13:39.340795
0da78f82-cda5-4668-993e-4598ad3228f3,E42820,Manager,Tax,Americas,1,1,2,Enjoy working with my team,2024-05-01,2025-12-19 08:13:39.340803
366343e1-285e-4c8d-94b9-17bfc1bb63b6,E19631,Senior Associate,Advisory,EMEA,1,3,4,Burnout risk,2023-12-13,2025-12-19 08:13:39.340811
165ab6e7-2154-43c1-9f41-77fc1811c72e,E35511,Associate,Tax,APAC,4,3,3,Enjoy working with my team,2024-08-06,2025-12-19 08:13:39.340819
55a965ba-694b-4754-a839-f7a136c80047,E43083,Associate,Tax,APAC,2,1,5,Burnout risk,2023-06-13,2025-12-19 08:13:39.340828
b3eb8e10-83a8-4fd1-b03a-9bdd8afd3ad7,E31833,Associate,Advisory,EMEA,1,5,5,Enjoy working with my team,2023-11-30,2025-12-19 08:13:39.340836
704a95b1-c9f6-4250-8608-9b00ccf9aef3,E82856,Manager,Audit,APAC,5,2,4,Enjoy working with my team,2023-09-15,2025-12-19 08:13:39.340844
78b856da-c3ff-4674-89d7-07e20a018a1e,E52198,Senior Associate,Advisory,Americas,3,5,4,High workload but supportive team,2024-06-21,2025-12-19 08:13:39.340852
3503b8ef-0a54-4e14-8f12-58e2c44b21ec,E11868,Senior Associate,Audit,Americas,4,3,4,High workload but supportive team,2024-02-28,2025-12-19 08:13:39.340861
10a59809-b460-437c-9aca-2670f4740e55,E15734,Associate,Tax,APAC,3,5,5,Good work culture,2024-11-16,2025-12-19 08:13:39.340869
879591b3-ea1d-474d-9d6b-0a50d23b0ce2,E25744,Associate,Audit,Americas,2,1,1,Leadership communication can improve,2023-07-19,2025-12-19 08:13:39.340877
1c57a725-10c5-4d84-9633-b5915bb8a22d,E69777,Senior Associate,Tax,EMEA,5,4,2,High workload but supportive team,2023-02-22,2025-12-19 08:13:39.340885
6f31283c-1dfa-4f16-9454-7758c7247827,E34986,Associate,Advisory,APAC,1,5,1,Enjoy working with my team,2024-08-07,2025-12-19 08:13:39.340893
6f126add-e36a-4d51-b0a5-a261d98ef01c,E32289,Senior Associate,Audit,Americas,5,4,4,Enjoy working with my team,2023-06-21,2025-12-19 08:13:39.340901
0f75db08-d374-4c40-a114-463d8dad33ee,E24791,Manager,Advisory,APAC,3,1,5,Burnout risk,2023-03-02,2025-12-19 08:13:39.340909
e84452f7-367f-4a8b-98ab-a59f95502feb,E68371,Associate,Tax,APAC,4,2,5,High workload but supportive team,2024-12-12,2025-12-19 08:13:39.340917
d5739a4e-b734-4a2d-a146-12c1ed1fb7fc,E87902,Manager,Audit,Americas,5,4,2,Leadership communication can improve,2024-07-04,2025-12-19 08:13:39.340925
43fe156d-cc04-4d0c-92d3-4920a4ec2d99,E41157,Manager,Tax,APAC,4,2,5,Burnout risk,2024-10-14,2025-12-19 08:13:39.340933
f5c6223f-ee80-4040-aea5-40fb06d69529,E80858,Director,Tax,Americas,3,5,3,Leadership communication can improve,2024-09-15,2025-12-19 08:13:39.340941
c9d44879-7c16-4cc0-a39a-959800c62ee4,E21592,Associate,Tax,APAC,2,2,3,Leadership communication can improve,2024-06-21,2025-12-19 08:13:39.340950
c7c75c5c-55e5-4a51-a265-f7f4be02cab5,E76080,Manager,Advisory,APAC,5,2,3,Enjoy working with my team,2024-11-01,2025-12-19 08:13:39.340959
a81c4f7d-9429-43dc-818a-b3bc138d87af,E38252,Associate,Advisory,APAC,5,1,3,Leadership communication can improve,2024-07-22,2025-12-19 08:13:39.340967
9fdc5a25-3f92-461e-87d8-82239d860500,E73995,Manager,Audit,APAC,2,5,4,Good work culture,2023-10-06,2025-12-19 08:13:39.340976
11a1b790-4f6f-4f28-af56-c9c77be413e1,E86701,Associate,Tax,Americas,3,1,4,Enjoy working with my team,2024-08-02,2025-12-19 08:13:39.340984
838b0626-344b-4315-abbf-9401ab09bcef,E52958,Senior Associate,Tax,APAC,2,4,5,Burnout risk,2024-09-21,2025-12-19 08:13:39.340992
5f4373c9-bc41-418d-890f-a9aacec47066,E99421,Associate,Advisory,EMEA,3,5,1,Good work culture,2024-07-29,2025-12-19 08:13:39.341000
fc8d76ae-2ebc-4380-8ed1-9ac94bbbd5b3,E90737,Associate,Advisory,Americas,2,5,3,Leadership communication can improve,2024-06-12,2025-12-19 08:13:39.341008
b7aa8195-43b7-4f7b-8cd5-4b310145d9a2,E49433,Director,Advisory,Americas,3,1,1,Burnout risk,2023-06-28,2025-12-19 08:13:39.341016
95293d9c-6972-4942-b812-4109ada5ac6d,E65166,Senior Associate,Tax,Americas,4,3,5,Good work culture,2024-05-20,2025-12-19 08:13:39.341024
73ed52c4-5781-4fe6-b4f3-aeb14de26a60,E96086,Senior Associate,Audit,APAC,5,1,3,Enjoy working with my team,2023-01-22,2025-12-19 08:13:39.341032
94fd845f-3ce1-410e-9b3c-5987b1d17f65,E20529,Director,Advisory,APAC,3,4,3,High workload but supportive team,2024-11-04,2025-12-19 08:13:39.341040
cdc6deaf-a669-4b01-8665-47c58ab62e11,E90859,Senior Associate,Advisory,EMEA,3,4,5,Good work culture,2024-12-20,2025-12-19 08:13:39.341049
f468440d-61ce-4e45-bbfa-9902e2c58ad7,E81727,Manager,Advisory,Americas,1,1,1,Leadership communication can improve,2024-12-12,2025-12-19 08:13:39.341057
20d66d81-96ae-42aa-b7dd-2dd4300e7a10,E95630,Associate,Audit,APAC,4,2,3,High workload but supportive team,2023-10-28,2025-12-19 08:13:39.341066
623bf403-13e3-45b9-a978-2cc73d4c4596,E91353,Manager,Advisory,Americas,1,1,2,Leadership communication can improve,2023-04-29,2025-12-19 08:13:39.341073
56ff3382-b73f-4db7-b8f9-7e7fa00573b6,E84993,Associate,Advisory,Americas,4,2,3,Leadership communication can improve,2024-03-11,2025-12-19 08:13:39.341081
03ccd909-547b-4bf4-8ab3-0ce464f2137b,E16634,Manager,Advisory,Americas,4,2,3,Burnout risk,2024-05-05,2025-12-19 08:13:39.341090
ac01066b-0167-482d-b564-adffc58b70dd,E73490,Manager,Advisory,EMEA,2,1,5,High workload but supportive team,2023-12-08,2025-12-19 08:13:39.341098
2f57e95e-7393-4d98-b222-41bc805fd71b,E67602,Senior Associate,Tax,Americas,5,1,5,Good work culture,2024-11-21,2025-12-19 08:13:39.341106
eb046069-3840-4dac-9b5e-665c2b77f632,E17443,Associate,Tax,Americas,4,2,3,Enjoy working with my team,2023-11-11,2025-12-19 08:13:39.341113
53e73bb1-f740-43cd-95af-5dbc707b9bdf,E92254,Associate,Tax,APAC,3,2,1,High workload but supportive team,2023-06-10,2025-12-19 08:13:39.341122
bf00e699-60a9-416b-8531-2322c7ad9cf3,E35527,Associate,Advisory,Americas,4,3,4,High workload but supportive team,2023-08-08,2025-12-19 08:13:39.341130
f07bf5fa-7787-4c25-86a4-1203bfeb8667,E66717,Senior Associate,Tax,EMEA,4,3,4,Leadership communication can improve,2024-01-01,2025-12-19 08:13:39.341138
8b66de0a-3efe-4c55-be5b-272643efaa61,E55487,Senior Associate,Advisory,Americas,4,5,3,Enjoy working with my team,2024-07-07,2025-12-19 08:13:39.341147
8cff9270-ac5e-4c4a-b0c6-6cb9b9644341,E57197,Associate,Tax,EMEA,4,3,5,Enjoy working with my team,2024-06-21,2025-12-19 08:13:39.341154
1a17ea46-94dd-4575-aa86-9d36fcf2d190,E31994,Director,Advisory,Americas,4,1,2,Good work culture,2023-02-22,2025-12-19 08:13:39.341162
ad8c1d89-ed95-460b-8e98-2c9776e1b3aa,E17045,Senior Associate,Advisory,EMEA,3,4,3,Leadership communication can improve,2023-09-13,2025-12-19 08:13:39.341170
5be34c65-9a91-4eb5-a5f9-acc30d7f1d0e,E41282,Manager,Advisory,Americas,5,3,2,Burnout risk,2023-09-29,2025-12-19 08:13:39.341178
09ca36dc-7f90-4d7b-b8cc-66eef825b116,E93287,Manager,Advisory,EMEA,1,3,1,Leadership communication can improve,2024-01-16,2025-12-19 08:13:39.341186
107e1d07-9e9b-4678-8284-a95a18e79763,E14617,Manager,Tax,Americas,4,2,2,Enjoy working with my team,2023-02-11,2025-12-19 08:13:39.341194
d216fac8-dae7-4032-a79f-72346ec6592a,E66020,Manager,Tax,APAC,1,5,1,Burnout risk,2024-02-08,2025-12-19 08:13:39.341202
a7b977d6-bfc9-4fe6-8579-c5b9fba4893d,E94978,Associate,Audit,Americas,4,3,5,Leadership communication can improve,2023-11-30,2025-12-19 08:13:39.341210
6f8e5ade-49b0-4888-b50f-88d2427c55e4,E83904,Manager,Audit,APAC,5,5,1,High workload but supportive team,2023-09-10,2025-12-19 08:13:39.341218
3fabed30-89d5-4b27-af38-3c8ff327af9e,E94893,Senior Associate,Advisory,APAC,5,5,4,Enjoy working with my team,2023-03-31,2025-12-19 08:13:39.341227
7c28027e-b4d5-427a-88ca-46c7965b6b47,E20614,Associate,Audit,Americas,4,4,4,Leadership communication can improve,2023-07-18,2025-12-19 08:13:39.341237
20f8d046-5732-4bd0-ac5d-f5cb21b23b8d,E59678,Associate,Advisory,Americas,5,1,5,Burnout risk,2023-12-06,2025-12-19 08:13:39.341250
bd63ecd9-7dd1-4e8c-9a5a-f0a995381089,E89116,Senior Associate,Advisory,APAC,3,2,4,Burnout risk,2023-10-05,2025-12-19 08:13:39.341270
170e3da8-e817-4ffc-bc0f-59a8c0aa4a4a,E71646,Manager,Tax,APAC,3,4,4,Burnout risk,2024-06-30,2025-12-19 08:13:39.341299
83e1442c-a2cc-41aa-b33c-44dd464659f3,E86323,Senior Associate,Tax,Americas,4,1,4,Good work culture,2024-12-18,2025-12-19 08:13:39.341307
9ccf4a5c-fbff-4d16-9755-0a341033385f,E79002,Director,Advisory,EMEA,3,3,5,Good work culture,2024-07-06,2025-12-19 08:13:39.341315
f7b61352-2660-48dc-8878-ad41523d71ae,E48392,Senior Associate,Audit,Americas,4,3,2,Good work culture,2024-12-11,2025-12-19 08:13:39.341323
