survey_id,account_id,account_name,industry,los,relationship_score,trust_score,recommend_score,comment_text,survey_sent_date,survey_completed_date,respondent_role,insert_ts
bfc93150-b398-4692-bdbb-0b2168b8a0c6,A1051,Client_410,Energy,Advisory,5,5,5,Needs improvement in turnaround time,2024-06-20,2023-11-14,Director,2025-12-19 08:13:39.151487
8a7de90d-bdd4-49b8-b148-de629e5e1ef1,A1293,Client_394,Banking,Advisory,9,5,3,Strong collaboration and trust,2024-04-15,2024-02-01,Manager,2025-12-19 08:13:39.151502
4bc9e38e-8b42-4e76-bdc1-df8d852a2275,A2771,Client_268,Banking,Audit,6,4,10,Overall satisfied,2023-03-31,2023-12-08,Director,2025-12-19 08:13:39.151519
c4b0513d-aca3-42fb-8309-c4d598fdcf18,A2821,Client_24,Banking,Advisory,10,9,4,Strong collaboration and trust,2024-08-14,2023-11-16,Manager,2025-12-19 08:13:39.151530
59f2b5d9-e1c1-4b43-9425-7398ae1b9622,A2827,Client_108,Pharma,Audit,5,6,4,Overall satisfied,2023-11-23,2024-03-27,Manager,2025-12-19 08:13:39.151543
a5d674a4-0e57-4cec-89b3-afdf718e1265,A1240,Client_140,Tech,Audit,6,4,0,Overall satisfied,2024-07-27,2024-06-10,CXO,2025-12-19 08:13:39.151553
feb5899a-3ccb-4832-a838-53f96f117442,A1423,Client_278,Pharma,Advisory,6,6,2,Excellent relationship with leadership,2024-08-10,2023-09-08,CXO,2025-12-19 08:13:39.151563
4a55f698-6a0d-47bb-91f2-1df91653f4d4,A1145,Client_160,Retail,Tax,8,7,0,Good delivery but slow communication,2023-01-30,2024-04-27,Manager,2025-12-19 08:13:39.151577
180b6f37-d2c2-4ea5-897b-db7dca7a6cc1,A1103,Client_55,Energy,Audit,4,7,6,Good delivery but slow communication,2024-12-22,2024-09-02,Manager,2025-12-19 08:13:39.151587
ad850c51-f8e2-4826-b46a-fb327beafe31,A2289,Client_429,Energy,Advisory,6,6,5,Good delivery but slow communication,2024-12-31,2024-11-17,Manager,2025-12-19 08:13:39.151597
665c8c83-62d2-4526-9d67-d2cc24fdb4c6,A1160,Client_499,Energy,Advisory,5,4,7,Strong collaboration and trust,2024-04-11,2023-11-14,Manager,2025-12-19 08:13:39.151614
7c8fb0cd-2a83-45c0-a1ec-c23b3be9e5cf,A2319,Client_364,Energy,Tax,5,5,2,Overall satisfied,2023-09-22,2024-01-08,Director,2025-12-19 08:13:39.151631
5b5cc010-e832-470a-83f5-fe1490cf88b4,A1375,Client_359,Pharma,Tax,7,7,0,Strong collaboration and trust,2024-05-01,2023-04-26,Director,2025-12-19 08:13:39.151650
63b9136b-e77e-4d8b-a706-379bd56b1970,A1980,Client_237,Tech,Tax,10,6,9,Overall satisfied,2023-05-11,2024-06-04,CXO,2025-12-19 08:13:39.151660
9e38038d-ead8-4fb7-b084-5c388bff0f60,A1830,Client_419,Banking,Tax,8,9,1,Excellent relationship with leadership,2024-06-29,2024-04-17,Director,2025-12-19 08:13:39.151669
2ba61512-0f51-4ac1-a6a3-0d66051508e5,A2209,Client_212,Tech,Advisory,5,8,2,Needs improvement in turnaround time,2024-01-29,2023-03-09,Director,2025-12-19 08:13:39.151679
13b59375-0bfc-46d8-bc29-5a5114a6e1f8,A1426,Client_417,Retail,Tax,10,7,9,Excellent relationship with leadership,2024-07-11,2024-12-11,CXO,2025-12-19 08:13:39.151689
0f508531-aa7e-44b6-ad92-56a7d13b55c0,A1354,Client_340,Banking,Advisory,9,8,7,Strong collaboration and trust,2024-08-29,2024-09-02,Director,2025-12-19 08:13:39.151699
2ba8303e-0bf3-47c2-8639-6083666016df,A1666,Client_285,Banking,Tax,5,6,6,Strong collaboration and trust,2024-09-04,2023-04-22,Manager,2025-12-19 08:13:39.151709
4f0c1d2b-d06b-443b-83c1-aa80846e5f9e,A2667,Client_306,Energy,Tax,7,9,10,Strong collaboration and trust,2023-04-03,2023-08-11,CXO,2025-12-19 08:13:39.151721
e517e578-41fa-441d-8e59-3481c2541f7e,A2817,Client_298,Banking,Audit,9,5,7,Overall satisfied,2023-10-26,2024-02-04,Manager,2025-12-19 08:13:39.151731
ebd660cb-f93d-4f4f-b2dd-13284beef058,A2183,Client_229,Tech,Audit,9,6,4,Overall satisfied,2024-11-26,2023-11-08,Director,2025-12-19 08:13:39.151742
27d81c44-9795-40b0-aa2c-2a6f12a2cff9,A2470,Client_469,Pharma,Audit,8,4,9,Overall satisfied,2024-02-18,2023-05-11,Director,2025-12-19 08:13:39.151752
6288622b-8158-4a85-a924-6c33ed01aaa4,A1127,Client_190,Retail,Audit,4,9,8,Excellent relationship with leadership,2023-04-23,2023-10-16,CXO,2025-12-19 08:13:39.151762
b4ccc640-c60c-4c2d-ac11-34685a295b47,A1481,Client_222,Retail,Tax,9,6,6,Needs improvement in turnaround time,2024-01-26,2024-03-21,Manager,2025-12-19 08:13:39.151773
001ad865-e94e-46c8-9275-87cd823b19d9,A1432,Client_340,Tech,Tax,5,5,8,Needs improvement in turnaround time,2024-01-04,2024-03-03,CXO,2025-12-19 08:13:39.151793
26fb71bf-f2f4-4d8b-a9b2-28fc9ddf3748,A1590,Client_447,Tech,Audit,4,4,10,Strong collaboration and trust,2023-05-28,2024-05-13,Manager,2025-12-19 08:13:39.151815
32a170ea-5869-4f4f-8da2-541c21abd74f,A1894,Client_500,Tech,Audit,5,9,6,Needs improvement in turnaround time,2024-12-13,2024-09-10,Director,2025-12-19 08:13:39.151825
e5a6498b-b29c-43ea-ad28-e01a50fff1e1,A2276,Client_93,Energy,Advisory,7,8,7,Needs improvement in turnaround time,2023-12-30,2023-08-20,CXO,2025-12-19 08:13:39.151836
65965df1-89ba-4c7d-b6ee-14660040138f,A1869,Client_310,Banking,Advisory,7,10,3,Overall satisfied,2023-10-03,2024-02-25,Manager,2025-12-19 08:13:39.151848
b75b0702-88d3-478e-91ed-0bfb0d7dd711,A2180,Client_188,Banking,Audit,8,7,5,Strong collaboration and trust,2024-08-17,2024-05-08,Manager,2025-12-19 08:13:39.151858
009e6b66-c2ea-4f3c-95c2-fd4fb6336d42,A1163,Client_73,Retail,Tax,7,8,1,Overall satisfied,2024-09-16,2023-04-01,CXO,2025-12-19 08:13:39.151870
56237441-644c-4d05-beae-a0ab1496685e,A1967,Client_323,Banking,Advisory,9,8,9,Excellent relationship with leadership,2024-09-19,2023-02-24,Director,2025-12-19 08:13:39.151880
26344b1b-b955-444b-8849-0c3696b527e2,A2095,Client_399,Banking,Tax,7,8,7,Overall satisfied,2023-12-06,2024-03-07,Director,2025-12-19 08:13:39.151889
14d5b151-25f7-4da4-8169-167825b36c97,A2967,Client_409,Pharma,Tax,5,4,9,Excellent relationship with leadership,2024-07-31,2023-09-24,CXO,2025-12-19 08:13:39.151900
01997477-9dd4-4d81-894b-009eb9df33b5,A2288,Client_243,Retail,Audit,8,4,10,Excellent relationship with leadership,2024-10-01,2023-01-28,Director,2025-12-19 08:13:39.151909
d2836840-05ff-4687-a915-9ac034cda48c,A1992,Client_43,Tech,Advisory,4,10,4,Excellent relationship with leadership,2023-05-16,2024-09-22,Director,2025-12-19 08:13:39.151919
51b601a7-a499-4944-8bf3-4945e348be95,A1563,Client_440,Pharma,Audit,9,4,9,Good delivery but slow communication,2024-08-28,2023-06-04,Manager,2025-12-19 08:13:39.151937
3e0faf0e-57a0-4974-908a-aaa1fbb19a41,A1914,Client_190,Tech,Tax,10,9,3,Needs improvement in turnaround time,2023-07-05,2024-06-24,CXO,2025-12-19 08:13:39.151952
1d8c2cfd-6d01-4e7d-acf4-c324138340b3,A1702,Client_44,Tech,Advisory,10,5,7,Needs improvement in turnaround time,2024-01-28,2023-09-01,Manager,2025-12-19 08:13:39.151968
14727e96-15ef-438e-979e-21c36b8d99c3,A1901,Client_372,Tech,Audit,8,9,5,Strong collaboration and trust,2024-10-19,2023-09-28,CXO,2025-12-19 08:13:39.151980
9ed3c6ac-c430-41fc-9819-72bf2cec06fc,A1107,Client_86,Energy,Tax,7,6,7,Overall satisfied,2023-08-28,2024-01-24,Manager,2025-12-19 08:13:39.151993
1a08bc92-b355-44e4-b1fa-014bfd7d5d9d,A2445,Client_200,Energy,Tax,5,8,6,Strong collaboration and trust,2023-10-23,2024-04-04,Director,2025-12-19 08:13:39.152005
1e7d0be8-35d8-4313-b0e7-a234661a57c9,A2389,Client_162,Retail,Advisory,4,4,8,Excellent relationship with leadership,2024-03-18,2024-09-17,Manager,2025-12-19 08:13:39.152016
7ad0c8f8-fa4e-4378-879a-cc57285df779,A2757,Client_140,Pharma,Tax,6,10,1,Excellent relationship with leadership,2024-11-01,2024-08-21,Director,2025-12-19 08:13:39.152027
74c1546e-6b13-4b66-8df0-5c31ae7fceec,A1944,Client_396,Tech,Advisory,9,8,3,Overall satisfied,2023-12-12,2024-11-24,Manager,2025-12-19 08:13:39.152040
dcd63c2a-86f1-41e7-a419-af3817a6c3c4,A1368,Client_161,Retail,Audit,9,4,1,Strong collaboration and trust,2024-02-26,2023-04-11,Manager,2025-12-19 08:13:39.152053
1d0fbc1e-286a-4d0a-9002-a1493bf3377b,A1212,Client_351,Energy,Tax,5,9,4,Excellent relationship with leadership,2023-07-17,2023-02-04,CXO,2025-12-19 08:13:39.152064
bbe1a086-bf00-4dcc-bed4-13964f072c4b,A2268,Client_48,Banking,Advisory,9,10,3,Overall satisfied,2024-10-15,2023-05-05,Manager,2025-12-19 08:13:39.152076
c4d2b489-6dfc-4385-a376-9a5446cb7ff7,A2961,Client_62,Banking,Advisory,5,7,10,Overall satisfied,2023-07-09,2023-04-24,Manager,2025-12-19 08:13:39.152088
1e108a23-ff11-4eda-ad7e-5c1859603083,A1377,Client_130,Pharma,Tax,9,4,10,Needs improvement in turnaround time,2023-10-11,2024-03-13,Manager,2025-12-19 08:13:39.152104
98320757-2ea4-4c81-8639-2d5d05773f05,A2850,Client_342,Pharma,Tax,5,10,1,Excellent relationship with leadership,2023-03-05,2024-01-27,Director,2025-12-19 08:13:39.152115
3aac1ffc-85ad-4020-9a0c-b79514092a05,A1681,Client_31,Pharma,Tax,5,7,1,Needs improvement in turnaround time,2023-07-25,2024-09-16,Director,2025-12-19 08:13:39.152132
4d6a50a2-4622-4298-8372-a61a69522c50,A1365,Client_331,Energy,Audit,5,8,6,Good delivery but slow communication,2024-09-20,2024-10-20,CXO,2025-12-19 08:13:39.152146
4a5eee03-5dee-41d1-969e-8fddb29dc4f1,A2869,Client_227,Pharma,Audit,4,4,1,Overall satisfied,2023-09-14,2024-04-01,CXO,2025-12-19 08:13:39.152158
2ce7a213-7594-4944-aee7-2a7adc83c851,A2836,Client_255,Tech,Advisory,9,4,0,Needs improvement in turnaround time,2023-09-30,2023-06-05,Manager,2025-12-19 08:13:39.152171
e0a68145-22d3-400a-874d-39a0df734cf3,A1675,Client_464,Energy,Advisory,4,8,7,Needs improvement in turnaround time,2024-03-22,2024-02-18,Manager,2025-12-19 08:13:39.152195
3d712662-9362-484c-a65d-ebbb816c30e9,A2599,Client_416,Banking,Advisory,5,4,6,Needs improvement in turnaround time,2023-05-05,2024-08-03,Manager,2025-12-19 08:13:39.152205
56c1c0f9-85f1-48a4-a5a2-e51750a51323,A2914,Client_184,Pharma,Advisory,6,7,0,Strong collaboration and trust,2024-01-10,2024-07-01,Director,2025-12-19 08:13:39.152216
07fe5275-438b-4457-b39e-433d6f443576,A1164,Client_431,Energy,Tax,9,5,2,Overall satisfied,2023-02-10,2024-01-29,Manager,2025-12-19 08:13:39.152248
32e33f60-0d8f-4d74-a0c9-e6c5c3d1dfa1,A1391,Client_154,Energy,Audit,9,9,5,Needs improvement in turnaround time,2023-03-28,2024-10-09,Director,2025-12-19 08:13:39.152259
05ce26d8-2fa9-4222-a22a-e396da2b8c57,A2505,Client_98,Tech,Audit,5,4,9,Good delivery but slow communication,2024-05-15,2024-02-03,CXO,2025-12-19 08:13:39.152270
7af392cd-4c30-4726-8d33-cdc7d9f35132,A2623,Client_277,Pharma,Tax,8,10,7,Strong collaboration and trust,2023-02-07,2023-12-14,CXO,2025-12-19 08:13:39.152282
91bc501b-c6bb-43c5-9eab-aea7b75b5937,A1691,Client_404,Banking,Tax,4,5,10,Overall satisfied,2024-04-14,2024-11-25,Manager,2025-12-19 08:13:39.152293
9e7f2c39-c7e2-4bac-879f-4d793753c0e0,A1305,Client_380,Retail,Audit,4,4,2,Needs improvement in turnaround time,2024-10-31,2023-01-20,Director,2025-12-19 08:13:39.152307
37ed21af-022a-40cd-844a-2255b75bae65,A2857,Client_471,Retail,Audit,5,9,10,Good delivery but slow communication,2023-01-15,2023-06-26,Manager,2025-12-19 08:13:39.152345
103dcf92-4ca3-4860-8a21-e7beb48a67d5,A1102,Client_464,Pharma,Audit,7,8,2,Overall satisfied,2023-03-07,2023-04-19,CXO,2025-12-19 08:13:39.152357
68989e2f-7aea-4f2a-b77b-2ec96db97ed0,A2018,Client_305,Retail,Audit,4,10,3,Needs improvement in turnaround time,2023-12-12,2024-11-25,Director,2025-12-19 08:13:39.152368
2915c8f2-4e33-49c2-9670-98fcd348f2bb,A1664,Client_62,Retail,Advisory,5,6,3,Strong collaboration and trust,2024-08-30,2023-06-27,Director,2025-12-19 08:13:39.152380
65efb72b-b5b3-4a11-bf17-786581f335da,A1129,Client_62,Pharma,Audit,10,7,2,Excellent relationship with leadership,2024-07-20,2023-06-18,Director,2025-12-19 08:13:39.152391
d715d0ea-11f3-413f-9f7f-b16b832066e3,A1498,Client_474,Retail,Audit,5,4,10,Overall satisfied,2024-01-21,2023-06-11,CXO,2025-12-19 08:13:39.152408
634e519d-170c-4a51-9623-64abf0e14ef5,A2801,Client_250,Banking,Audit,4,5,1,Overall satisfied,2023-10-18,2024-03-02,Manager,2025-12-19 08:13:39.152424
d5c2c634-b06d-4715-8226-c0b2f384bfc8,A2653,Client_406,Energy,Advisory,5,5,2,Excellent relationship with leadership,2024-06-19,2024-04-06,Director,2025-12-19 08:13:39.152435
b390f627-4dd9-4ebf-b3d5-84c701d27a23,A1489,Client_481,Tech,Advisory,9,4,9,Good delivery but slow communication,2024-05-26,2024-09-18,CXO,2025-12-19 08:13:39.152446
b835926d-5fbb-476f-a531-9df4be8636b7,A2284,Client_424,Pharma,Tax,7,4,8,Good delivery but slow communication,2023-07-16,2023-05-01,Manager,2025-12-19 08:13:39.152463
9517616e-2fec-40b9-b0f4-4e12a3556f0b,A1195,Client_317,Pharma,Advisory,8,5,7,Good delivery but slow communication,2023-10-11,2023-02-24,CXO,2025-12-19 08:13:39.152475
6f14bbc7-2e76-4464-b087-151cfeddc956,A1230,Client_408,Tech,Advisory,10,7,7,Good delivery but slow communication,2023-06-13,2024-11-17,CXO,2025-12-19 08:13:39.152486
d34c262e-4d5e-4813-9992-71d6cd621de7,A1110,Client_331,Pharma,Tax,5,7,4,Excellent relationship with leadership,2024-09-23,2024-04-09,CXO,2025-12-19 08:13:39.152498
62a6bd1c-df2b-4b1a-919f-b4cc390d0d1b,A1213,Client_380,Banking,Advisory,5,5,0,Needs improvement in turnaround time,2024-06-11,2023-04-29,CXO,2025-12-19 08:13:39.152510
3a84664d-151b-44f7-b53d-1df9b8ae4e5f,A2833,Client_121,Energy,Advisory,8,6,6,Good delivery but slow communication,2024-11-24,2023-11-30,CXO,2025-12-19 08:13:39.152521
21c97340-4244-4c90-a5fc-56024ef43fa1,A2595,Client_57,Pharma,Audit,4,5,6,Good delivery but slow communication,2024-01-20,2023-08-14,CXO,2025-12-19 08:13:39.152532
7a531864-f681-412d-9a26-68521b81ce80,A1964,Client_300,Energy,Audit,7,5,3,Overall satisfied,2024-04-10,2023-07-02,Director,2025-12-19 08:13:39.152543
d2e438b0-249d-41c4-94ca-a685f1de5738,A1764,Client_70,Energy,Advisory,5,9,5,Excellent relationship with leadership,2023-07-27,2023-12-10,CXO,2025-12-19 08:13:39.152554
f4c49c3f-b643-4438-af34-e35ae3baea99,A1065,Client_355,Retail,Audit,6,5,1,Needs improvement in turnaround time,2024-04-14,2024-03-04,CXO,2025-12-19 08:13:39.152574
e043a388-796b-4b08-a0c3-b5799aa6127c,A2557,Client_176,Tech,Tax,8,5,10,Overall satisfied,2023-06-24,2024-08-14,Manager,2025-12-19 08:13:39.152590
71704a88-99f1-40e5-b0ce-360aaa21c6fc,A2751,Client_118,Banking,Tax,10,8,7,Good delivery but slow communication,2024-08-28,2024-04-29,Director,2025-12-19 08:13:39.152603
8a81ec09-b533-469c-9fc1-ad60d3b7abd0,A1571,Client_8,Energy,Advisory,10,5,3,Excellent relationship with leadership,2024-03-20,2024-08-16,CXO,2025-12-19 08:13:39.152614
533a1745-7dcd-4e31-a980-ef29f2fdb4a3,A2826,Client_475,Retail,Audit,8,4,6,Strong collaboration and trust,2023-02-11,2024-04-26,Manager,2025-12-19 08:13:39.152626
25df246c-8185-4539-aa50-0fe4f3c28ab1,A2574,Client_259,Banking,Tax,8,7,7,Strong collaboration and trust,2024-04-08,2024-05-22,CXO,2025-12-19 08:13:39.152637
db0c8224-e61a-425b-bf48-17e2916348e0,A1170,Client_286,Banking,Advisory,9,7,3,Good delivery but slow communication,2024-01-03,2023-10-30,CXO,2025-12-19 08:13:39.152651
c268e508-1e1e-4e5e-a813-c9f8ec8b635a,A2326,Client_47,Banking,Tax,9,6,2,Needs improvement in turnaround time,2024-08-07,2024-08-20,CXO,2025-12-19 08:13:39.152663
b20131e7-daed-435d-97e8-37b48cb10d34,A2999,Client_233,Energy,Audit,10,9,6,Good delivery but slow communication,2024-01-15,2024-10-03,Director,2025-12-19 08:13:39.152674
4ef88431-9274-45ef-94eb-b85760db8195,A2441,Client_325,Banking,Advisory,4,7,5,Overall satisfied,2023-02-03,2023-10-31,Director,2025-12-19 08:13:39.152696
6dfa73fa-822a-47c3-8956-bdfe43bd9353,A2541,Client_139,Retail,Advisory,8,10,3,Strong collaboration and trust,2024-09-27,2023-12-10,Manager,2025-12-19 08:13:39.152726
0077cb01-82ba-4bb0-8f93-e8d3514aa162,A2909,Client_29,Retail,Advisory,6,4,1,Needs improvement in turnaround time,2024-01-10,2024-04-21,Manager,2025-12-19 08:13:39.152738
158c3301-9d9a-41d5-877c-5859dcdc9733,A1083,Client_188,Pharma,Audit,9,8,1,Overall satisfied,2024-12-27,2023-07-29,CXO,2025-12-19 08:13:39.152760
f792cce9-351f-4cc1-bf4e-a497b06df47c,A1685,Client_123,Retail,Audit,9,7,9,Good delivery but slow communication,2023-08-19,2023-11-25,Director,2025-12-19 08:13:39.152788
47253aef-5e02-4b3d-8261-f37f2eba35ad,A2838,Client_137,Retail,Advisory,7,6,0,Strong collaboration and trust,2024-01-17,2023-12-20,Director,2025-12-19 08:13:39.152799
1497d51d-ccdd-44ca-87fd-ae6275e08c0b,A1995,Client_257,Retail,Audit,7,9,8,Overall satisfied,2023-10-27,2024-04-07,Manager,2025-12-19 08:13:39.152810
2c936f37-1d3f-4eba-b538-c41eb4ce1b25,A1753,Client_410,Banking,Audit,7,4,1,Needs improvement in turnaround time,2023-07-03,2023-10-23,CXO,2025-12-19 08:13:39.152821
2cc2ff02-e6ca-46b8-b994-3c50d94d704c,A1223,Client_85,Pharma,Audit,9,5,7,Good delivery but slow communication,2023-07-29,2024-06-17,Manager,2025-12-19 08:13:39.152832
400f3997-87b7-4e72-90b0-1100e8e6266c,A1046,Client_151,Energy,Advisory,8,5,7,Excellent relationship with leadership,2024-03-06,2024-03-30,Manager,2025-12-19 08:13:39.152854
11ed22cc-55c6-4f44-b9da-0c9b4f030862,A2320,Client_11,Pharma,Audit,4,4,3,Overall satisfied,2024-10-22,2023-12-10,Director,2025-12-19 08:13:39.152884
b6948167-7b70-4dfe-895d-f56479afdf84,A2185,Client_176,Pharma,Tax,8,9,8,Overall satisfied,2024-03-31,2024-04-13,Director,2025-12-19 08:13:39.152894
602246d0-fd81-46ac-8666-caaffb25780f,A2161,Client_68,Pharma,Audit,10,6,3,Needs improvement in turnaround time,2024-01-16,2023-10-23,CXO,2025-12-19 08:13:39.152904
7d280969-bd6c-4867-afbb-1365cddd1869,A1303,Client_181,Pharma,Tax,5,8,2,Overall satisfied,2023-10-20,2023-07-06,CXO,2025-12-19 08:13:39.152913
b678e003-60e9-4bfd-8036-3fb4b580722a,A2718,Client_363,Tech,Audit,5,4,0,Excellent relationship with leadership,2024-08-11,2023-05-10,Director,2025-12-19 08:13:39.152923
e67781bf-822b-4012-8d37-c9244d119d68,A1533,Client_190,Tech,Audit,8,9,0,Excellent relationship with leadership,2023-12-19,2023-06-01,Director,2025-12-19 08:13:39.152933
41cc1ac8-268f-4e6e-9c9e-ff21a8ecf792,A1918,Client_277,Tech,Advisory,6,4,0,Needs improvement in turnaround time,2024-05-26,2023-05-29,Director,2025-12-19 08:13:39.152943
a83edf25-3a33-4985-8b3d-0e2c71ea8a95,A2900,Client_164,Tech,Audit,9,8,8,Excellent relationship with leadership,2024-10-24,2024-12-23,Director,2025-12-19 08:13:39.152953
da31b840-7f4e-45d7-a5cf-db4cb0ca8b57,A1970,Client_459,Pharma,Advisory,9,5,9,Needs improvement in turnaround time,2023-12-13,2024-12-06,CXO,2025-12-19 08:13:39.152965
bce54ea8-f37a-4489-a31b-768ea3476efc,A2498,Client_246,Banking,Audit,9,8,1,Excellent relationship with leadership,2023-01-26,2024-02-16,Manager,2025-12-19 08:13:39.152975
9cf3a09a-be9a-40f4-bc25-3828996f7bf6,A2722,Client_113,Energy,Tax,4,6,0,Overall satisfied,2024-10-18,2023-07-19,Manager,2025-12-19 08:13:39.152984
c34f6237-29d8-434c-bf1d-05a4fabd0706,A2078,Client_114,Pharma,Audit,4,4,8,Needs improvement in turnaround time,2024-11-24,2024-11-18,CXO,2025-12-19 08:13:39.152994
afebd258-178c-4f79-8267-dc4116d1a56e,A2998,Client_263,Energy,Audit,7,6,9,Overall satisfied,2024-06-07,2023-02-27,Manager,2025-12-19 08:13:39.153006
055d29eb-ebb4-4b71-a30f-89f82d79b80a,A1739,Client_204,Tech,Advisory,10,7,5,Needs improvement in turnaround time,2024-01-17,2023-01-13,Director,2025-12-19 08:13:39.153016
50eaacb3-210e-42c1-ae2f-589ec59bb3d8,A1706,Client_180,Pharma,Tax,10,8,1,Good delivery but slow communication,2024-03-30,2024-03-01,Director,2025-12-19 08:13:39.153029
15c12a53-02bd-406d-973c-c98d07f0fe60,A1591,Client_84,Energy,Advisory,7,5,9,Overall satisfied,2023-03-30,2023-05-28,CXO,2025-12-19 08:13:39.153039
75642e95-380e-4d45-befe-826fc904f39d,A1621,Client_244,Retail,Tax,4,8,6,Strong collaboration and trust,2023-01-07,2024-02-24,Manager,2025-12-19 08:13:39.153049
7c4c2ff6-4dbe-4ded-9373-3b8438b8032e,A2872,Client_140,Energy,Audit,8,7,9,Good delivery but slow communication,2023-07-24,2023-07-10,Director,2025-12-19 08:13:39.153061
0e5a5cad-d82e-4d10-848b-a7b6134f57ad,A1592,Client_284,Energy,Audit,10,10,4,Overall satisfied,2023-11-08,2024-05-20,Manager,2025-12-19 08:13:39.153070
1d928fff-7ff9-480d-a4d5-9ce05f3e8d54,A2515,Client_238,Tech,Audit,10,4,2,Excellent relationship with leadership,2023-11-04,2024-10-17,Manager,2025-12-19 08:13:39.153080
828128a5-f1f4-4e78-ac88-33ea514e4962,A1967,Client_64,Pharma,Tax,5,7,10,Good delivery but slow communication,2023-01-30,2023-05-03,Director,2025-12-19 08:13:39.153089
c069d6e0-efd8-459f-ac7e-c172accd6cbb,A2009,Client_497,Banking,Advisory,9,6,9,Needs improvement in turnaround time,2024-08-02,2024-03-22,Director,2025-12-19 08:13:39.153099
f456e5fc-3c07-411c-a0b0-ed218c400c0c,A2286,Client_352,Energy,Advisory,10,4,5,Overall satisfied,2024-08-12,2023-01-18,Director,2025-12-19 08:13:39.153108
d4d1a114-679b-4d15-83ac-7505423066fa,A1333,Client_298,Banking,Audit,6,7,2,Excellent relationship with leadership,2023-06-17,2023-02-24,Director,2025-12-19 08:13:39.153118
8090a6c4-7a15-49ce-8374-39c535ce8fc5,A1739,Client_215,Pharma,Audit,6,6,8,Strong collaboration and trust,2024-06-10,2023-07-18,Manager,2025-12-19 08:13:39.153128
9e43e5ce-f690-450a-96d6-6a420aac869d,A1375,Client_392,Banking,Advisory,10,5,8,Excellent relationship with leadership,2023-11-20,2024-12-02,Director,2025-12-19 08:13:39.153137
225c97d9-7a6c-405f-a3ed-69ac4fa46876,A1555,Client_351,Pharma,Audit,8,8,5,Good delivery but slow communication,2023-01-14,2023-05-21,Manager,2025-12-19 08:13:39.153150
0b0efe5f-55d9-4ae3-9501-671f0d4d3b92,A1576,Client_191,Energy,Tax,6,5,1,Good delivery but slow communication,2023-06-08,2024-05-30,CXO,2025-12-19 08:13:39.153160
72fad4c7-bc9c-47b0-94b2-54b56efeb50e,A2703,Client_97,Retail,Advisory,9,10,8,Overall satisfied,2024-12-30,2024-07-18,Manager,2025-12-19 08:13:39.153170
8c0e708a-d960-46a6-8a90-34e0a3dff72f,A2548,Client_411,Banking,Tax,7,4,1,Good delivery but slow communication,2023-01-18,2024-05-06,Director,2025-12-19 08:13:39.153179
c0355f54-e50d-447a-9c4d-a12efd37a54e,A1638,Client_354,Pharma,Audit,10,7,9,Overall satisfied,2023-12-17,2023-06-26,Manager,2025-12-19 08:13:39.153189
b81f67a2-8d7f-410c-abc9-d622488cfaff,A1623,Client_15,Banking,Audit,5,10,2,Good delivery but slow communication,2023-11-11,2023-05-09,CXO,2025-12-19 08:13:39.153199
a7b004c0-adab-4d4f-8d93-c5457814289e,A1266,Client_41,Energy,Advisory,10,10,1,Strong collaboration and trust,2023-01-20,2024-05-10,Director,2025-12-19 08:13:39.153208
4d2f2756-fef4-4853-af78-585d0973818c,A1087,Client_101,Banking,Audit,10,9,8,Overall satisfied,2023-03-02,2024-04-25,CXO,2025-12-19 08:13:39.153220
e0f711ec-ff9f-48a1-8a44-c3372e131a5f,A2860,Client_130,Banking,Audit,6,9,0,Strong collaboration and trust,2023-05-07,2024-09-08,CXO,2025-12-19 08:13:39.153230
bd8a513c-8128-4eca-a4ef-7763894f80c3,A2203,Client_462,Tech,Audit,9,6,0,Strong collaboration and trust,2023-05-30,2023-10-12,Manager,2025-12-19 08:13:39.153240
c69bfcfe-fb6f-4aab-976f-a2a5396e8eae,A1712,Client_181,Tech,Advisory,10,9,9,Good delivery but slow communication,2024-06-01,2024-08-06,CXO,2025-12-19 08:13:39.153256
29dcf2da-1ed0-4fc0-a6cb-a615f884832e,A1202,Client_420,Retail,Audit,8,5,3,Excellent relationship with leadership,2023-06-25,2024-07-04,CXO,2025-12-19 08:13:39.153266
8eef7f68-ef92-42b9-9d49-4d4588ebc939,A2993,Client_372,Banking,Audit,8,10,7,Excellent relationship with leadership,2024-12-15,2024-08-26,CXO,2025-12-19 08:13:39.153282
1897c96d-b368-44fe-88a4-207b60b0587e,A1900,Client_345,Banking,Audit,10,6,6,Needs improvement in turnaround time,2023-08-08,2024-06-10,CXO,2025-12-19 08:13:39.153293
f30474c5-194d-4e83-8f4a-8bf0cadf48c7,A1834,Client_58,Pharma,Audit,7,4,8,Good delivery but slow communication,2024-05-22,2024-01-05,Manager,2025-12-19 08:13:39.153308
a708bc1e-4e27-486e-9152-f84c577765f0,A1590,Client_286,Banking,Audit,6,7,1,Needs improvement in turnaround time,2023-10-18,2024-04-12,Manager,2025-12-19 08:13:39.153318
9481bf08-a1f2-426c-b861-4ce081312bb3,A2507,Client_160,Energy,Audit,8,7,4,Needs improvement in turnaround time,2023-07-13,2023-03-13,Director,2025-12-19 08:13:39.153328
897ea8d0-f97b-4de7-8f95-4e4052b98192,A2923,Client_348,Pharma,Audit,4,9,7,Strong collaboration and trust,2024-02-10,2024-03-24,Manager,2025-12-19 08:13:39.153339
