pdr_id,pursuit_id,account_id,pursuit_value_usd,outcome,overall_rating,planning_rating,execution_rating,lessons_learned,review_date,insert_ts
7bcf8b56-a813-429b-8fb3-a7a2266d1641,P7918,A2597,4031177,Won,3,4,2,Late stakeholder involvement,2023-01-10,2025-12-19 08:13:39.637552
c63440ec-b743-49d7-bdb1-8442c57d8bf5,P5359,A2039,1319672,Lost,1,2,2,Better risk assessment needed,2023-03-06,2025-12-19 08:13:39.637560
d07c8e6c-5a97-4f52-94cb-d861afa63061,P9850,A1802,1620040,Lost,2,2,4,Strong technical proposal,2023-08-06,2025-12-19 08:13:39.637569
d52eb443-7b18-4aed-9c65-61f657824f2e,P9263,A2596,2362875,Lost,4,4,2,Client expectations unclear,2024-11-01,2025-12-19 08:13:39.637577
f57e69d0-3a1a-471b-ae1f-a4f93d7d1658,P8153,A1331,1789700,Lost,2,3,2,Better risk assessment needed,2024-09-03,2025-12-19 08:13:39.637585
e4733ba8-de79-4915-a9e2-4c594b453987,P8504,A1869,51269,Lost,3,4,3,Client expectations unclear,2023-06-09,2025-12-19 08:13:39.637593
6f0e532b-2c92-4f20-a634-8235f97fe7cd,P7835,A2395,3033113,Lost,2,5,2,Strong technical proposal,2023-01-21,2025-12-19 08:13:39.637602
95b119da-cd14-4306-9238-3a814c9f6cf3,P8692,A2208,1655815,Lost,3,2,5,Better risk assessment needed,2024-08-16,2025-12-19 08:13:39.637611
820a0762-cf17-4c9e-b13d-c48e7db62557,P9136,A2864,4594312,Lost,3,1,3,Better risk assessment needed,2023-06-15,2025-12-19 08:13:39.637619
2941977a-d0b0-40f9-94ba-f683b7c5902b,P5336,A1810,1754265,Won,4,1,4,Late stakeholder involvement,2024-09-24,2025-12-19 08:13:39.637628
63e8e837-c398-4fe2-9a8d-c8b31279152c,P5947,A1059,2356938,Won,5,3,3,Late stakeholder involvement,2024-09-23,2025-12-19 08:13:39.637636
470792a3-e42a-416a-af51-1e7f2b4543e2,P9546,A1982,1733424,Won,1,4,2,Better risk assessment needed,2023-07-02,2025-12-19 08:13:39.637644
44c46c34-c22b-4307-aba3-ae38cedda31c,P6740,A1060,4539465,Won,2,3,3,Better risk assessment needed,2024-07-21,2025-12-19 08:13:39.637653
0a44963a-e7b7-44d0-82f9-e1fd954b9036,P9572,A1915,781487,Lost,2,1,5,Client expectations unclear,2023-08-27,2025-12-19 08:13:39.637662
81e26d76-145f-475a-b582-ab0ad0a73c71,P8491,A1535,3294691,Lost,4,1,3,Strong technical proposal,2024-07-20,2025-12-19 08:13:39.637671
9ac2bee4-6c37-4cf8-a556-35f82743fecf,P9883,A1512,2854381,Won,2,5,3,Client expectations unclear,2024-01-10,2025-12-19 08:13:39.637679
c392a5dc-3d74-4424-9bfc-80959c71eba2,P8660,A2638,4328580,Lost,4,1,3,Strong technical proposal,2023-04-25,2025-12-19 08:13:39.637688
c88a621a-21ca-4d85-88f9-d249cad6b6fa,P7948,A2244,4214024,Won,3,3,1,Client expectations unclear,2023-11-09,2025-12-19 08:13:39.637697
a6b9ecf9-4d18-4cdc-9d0c-ce1c8222ae84,P7872,A1467,376836,Lost,3,2,2,Strong technical proposal,2024-03-22,2025-12-19 08:13:39.637705
8cd35bb1-8427-483f-8496-26f83c4d226a,P8445,A2448,3140785,Lost,2,4,2,Strong technical proposal,2024-02-27,2025-12-19 08:13:39.637714
d5eb92f4-3654-48ec-bd85-79b2f1d92368,P6397,A1813,3061259,Lost,5,4,2,Strong technical proposal,2024-02-07,2025-12-19 08:13:39.637723
662ec616-9860-46b1-a338-025937a4e6dc,P5365,A2042,807490,Won,5,3,4,Better risk assessment needed,2024-05-30,2025-12-19 08:13:39.637731
f0c3973e-1b02-41dd-873a-63a9f7e70d30,P5404,A1019,2611436,Lost,5,5,5,Better risk assessment needed,2023-07-23,2025-12-19 08:13:39.637739
5c4d7615-7cbc-42e0-adda-22ca4efc0889,P7252,A1164,3363079,Won,4,4,3,Strong technical proposal,2023-08-31,2025-12-19 08:13:39.637748
e2b5377b-d224-46d9-82a6-e5805e76d9db,P6063,A2240,97489,Lost,4,3,5,Client expectations unclear,2023-09-14,2025-12-19 08:13:39.637756
df308726-1945-4b40-a71a-104bfec31696,P7344,A2506,4514118,Lost,4,3,5,Better risk assessment needed,2023-12-16,2025-12-19 08:13:39.637765
7e942435-8a03-4cb5-9c24-f4857ef9a9e4,P7096,A2532,4557753,Lost,1,4,4,Better risk assessment needed,2023-03-11,2025-12-19 08:13:39.637773
2b718b14-685b-4dd6-89ff-984b9c470afd,P7109,A1600,3698344,Lost,5,3,3,Better risk assessment needed,2024-09-01,2025-12-19 08:13:39.637782
5c6113e2-ce30-4b4d-9423-4f502aad3bdd,P6235,A1537,4642268,Lost,5,1,1,Late stakeholder involvement,2023-03-27,2025-12-19 08:13:39.637790
88f98b2c-aaaa-42e8-bf57-b1f3268275cf,P7816,A2356,1961646,Lost,2,2,4,Late stakeholder involvement,2024-05-01,2025-12-19 08:13:39.637799
2255deec-95b1-4cba-bcea-cd1be8c17d9c,P5849,A2373,1518494,Won,1,4,5,Pricing strategy worked well,2023-01-20,2025-12-19 08:13:39.637808
77728165-0aeb-41f5-994d-5e18bf7d706e,P9279,A2974,2179834,Won,3,1,4,Better risk assessment needed,2023-10-16,2025-12-19 08:13:39.637817
53bbb8fb-c32d-4ebc-aef1-b83831df19da,P8075,A2396,3184533,Won,2,3,4,Late stakeholder involvement,2023-06-19,2025-12-19 08:13:39.637825
f19c6d19-2ccb-4cfc-a547-e1ee697959f7,P9995,A1747,1497756,Won,1,3,2,Pricing strategy worked well,2023-12-20,2025-12-19 08:13:39.637834
b5616131-d739-480d-9195-fe7f5aee0ff2,P5701,A2961,2014824,Won,4,1,5,Late stakeholder involvement,2023-07-08,2025-12-19 08:13:39.637842
60ef0ca5-3730-4b07-b56c-35d2cf138f80,P7657,A2386,2581719,Lost,4,2,2,Client expectations unclear,2023-02-11,2025-12-19 08:13:39.637850
27df4976-434e-43e9-97a3-45c92f323235,P9438,A2053,3309598,Won,3,5,5,Client expectations unclear,2023-12-06,2025-12-19 08:13:39.637859
69a4281c-dada-4914-bdfa-ac6aa8835de5,P5385,A1974,815457,Won,2,2,5,Strong technical proposal,2024-09-06,2025-12-19 08:13:39.637867
fcc78751-a251-4935-b251-47d7a51aefb5,P8784,A1650,1124606,Won,3,4,5,Late stakeholder involvement,2024-01-12,2025-12-19 08:13:39.637876
a618c5b7-2c53-4f6a-a1b5-487a2fc1fd97,P9762,A1427,730056,Lost,5,1,4,Pricing strategy worked well,2024-04-17,2025-12-19 08:13:39.637884
3a66cc76-0249-46a4-a7a1-c8b8e955f86c,P8885,A1733,3975606,Lost,1,5,2,Late stakeholder involvement,2024-12-28,2025-12-19 08:13:39.637893
8800760c-daba-4343-b69d-79272ab9d870,P5028,A1371,2599199,Won,1,1,1,Better risk assessment needed,2024-03-24,2025-12-19 08:13:39.637901
dfb3981f-7f0a-48d1-950c-f0cdac9ac507,P5257,A1275,2723986,Lost,2,2,4,Strong technical proposal,2023-02-16,2025-12-19 08:13:39.637909
01b91712-9d87-446c-a02f-2b2f91e51ff8,P8352,A2511,1785913,Lost,2,4,1,Strong technical proposal,2024-05-09,2025-12-19 08:13:39.637918
e080675d-832c-4d7d-be79-3726b84f6a0e,P7449,A1970,392570,Lost,4,4,1,Client expectations unclear,2023-03-29,2025-12-19 08:13:39.637938
fb55b92f-93b3-42b0-859d-8979166daf87,P5322,A1089,2810640,Won,1,1,2,Late stakeholder involvement,2024-04-12,2025-12-19 08:13:39.637946
a208b011-1756-4a85-91d1-c945f2f1a910,P8567,A2568,943214,Won,5,4,4,Client expectations unclear,2024-08-19,2025-12-19 08:13:39.637955
b5ebdb49-811a-40ca-a089-37ac4e16852c,P6830,A2303,4732811,Won,3,5,4,Strong technical proposal,2024-01-05,2025-12-19 08:13:39.637963
7341d9ae-5730-4338-a446-50dbc0b3c477,P9410,A2445,605963,Won,5,3,5,Strong technical proposal,2023-12-10,2025-12-19 08:13:39.637972
0fb9a519-c0e7-4657-8705-fc191d81ceb6,P5270,A2829,2784510,Lost,2,3,2,Pricing strategy worked well,2024-12-05,2025-12-19 08:13:39.637980
6817d82e-f0b0-4d30-8ce4-4fe4761a4789,P8372,A1904,4437206,Lost,2,5,3,Pricing strategy worked well,2023-03-20,2025-12-19 08:13:39.637988
5ba1c924-8f2b-4971-aeab-2407fac6d6a5,P5193,A2793,3735441,Won,3,2,5,Strong technical proposal,2024-01-23,2025-12-19 08:13:39.637996
4bab0d06-539f-4fd2-869d-7fa01b1fd43a,P7360,A2539,700804,Won,4,1,2,Better risk assessment needed,2023-07-15,2025-12-19 08:13:39.638005
b92544f5-943f-476a-ab04-aca16f25a0e7,P9457,A1800,1853873,Won,5,3,5,Client expectations unclear,2023-12-25,2025-12-19 08:13:39.638013
41ad7ca1-259d-48f9-b916-a97e0f12d3bc,P9731,A1294,4426041,Won,5,1,2,Client expectations unclear,2024-06-17,2025-12-19 08:13:39.638022
ad8301b5-e273-42ce-9963-1a6b3b252d60,P5528,A1879,1027502,Won,2,2,2,Better risk assessment needed,2023-09-21,2025-12-19 08:13:39.638030
426dcdb5-ae92-44ef-a12c-87ec7e173af9,P5933,A2179,2380979,Lost,1,1,4,Better risk assessment needed,2024-10-29,2025-12-19 08:13:39.638038
620db177-edc4-42b2-b9d7-1c6484e06325,P7710,A1222,4440223,Won,3,4,4,Strong technical proposal,2023-02-05,2025-12-19 08:13:39.638047
a3a6f05f-d496-4e8f-805a-5b8cb03e3596,P7220,A1176,959359,Won,3,1,4,Better risk assessment needed,2023-08-12,2025-12-19 08:13:39.638055
637602c6-e431-4568-b2e5-14878831d7e5,P5959,A1351,3361951,Won,2,2,5,Late stakeholder involvement,2024-02-24,2025-12-19 08:13:39.638063
e44dd6a5-6f13-4459-900b-b779b20b19be,P9479,A2928,4089495,Won,5,2,4,Client expectations unclear,2023-05-08,2025-12-19 08:13:39.638072
ebd1b324-7468-4715-9aed-2e5977458fba,P8932,A2050,3718136,Won,5,5,5,Better risk assessment needed,2023-05-11,2025-12-19 08:13:39.638080
82669ad1-b888-4779-a3ca-e27899f063e3,P6744,A2719,514701,Won,3,2,2,Client expectations unclear,2024-06-08,2025-12-19 08:13:39.638088
14e240e1-95e7-4067-9f65-1eb9010580b0,P9688,A1326,2518351,Won,2,3,4,Client expectations unclear,2024-04-15,2025-12-19 08:13:39.638097
27f2782f-65bc-4025-a82b-fa176848864b,P7074,A1989,3452983,Won,4,4,1,Better risk assessment needed,2023-11-03,2025-12-19 08:13:39.638105
67a97cd5-f1f1-468d-823d-c9e2b1594173,P5363,A2531,4232600,Won,5,4,2,Late stakeholder involvement,2023-03-11,2025-12-19 08:13:39.638114
47eb976e-4e43-48f3-b974-9ee07ae79728,P5789,A1782,662771,Lost,3,1,2,Strong technical proposal,2024-12-09,2025-12-19 08:13:39.638122
9761974a-d6bc-4472-bf67-fe351e438d48,P6269,A1916,93713,Won,5,4,5,Pricing strategy worked well,2023-08-07,2025-12-19 08:13:39.638130
719c49ba-df87-41d4-85c6-8f34081e111c,P6500,A1579,108132,Lost,1,4,2,Better risk assessment needed,2023-09-03,2025-12-19 08:13:39.638139
840e7170-21ca-4a00-9241-05d39c31cf24,P7245,A2951,4207577,Lost,3,5,1,Pricing strategy worked well,2023-06-01,2025-12-19 08:13:39.638148
fc0bd0cd-4394-49ac-8e30-8e5cd5567935,P9993,A1188,2313498,Lost,4,2,4,Pricing strategy worked well,2024-07-06,2025-12-19 08:13:39.638156
835de3db-ccf8-4087-bf96-21f012b41faa,P9554,A1862,516682,Won,4,1,4,Client expectations unclear,2023-07-04,2025-12-19 08:13:39.638165
50cc7d9a-7cd2-4c73-a675-8fe791b0d8ce,P6706,A2051,3794373,Won,5,5,3,Client expectations unclear,2023-02-11,2025-12-19 08:13:39.638174
beff945a-7774-48c1-b1fb-7363e811bc97,P9998,A2961,4344344,Won,1,3,5,Pricing strategy worked well,2024-10-21,2025-12-19 08:13:39.638183
4f12d8ae-4052-403f-baf7-ed640b15d2f7,P5373,A2864,821149,Lost,1,1,5,Pricing strategy worked well,2023-07-06,2025-12-19 08:13:39.638191
3f1559b0-c7b7-4c29-9911-b0c3e9b0df0d,P8429,A2497,3731885,Lost,1,5,1,Better risk assessment needed,2023-06-19,2025-12-19 08:13:39.638199
9530d835-512e-4b8c-8cbf-605ace65a211,P9288,A2422,1651946,Won,1,2,1,Better risk assessment needed,2023-07-30,2025-12-19 08:13:39.638208
f049bcb8-9e82-4c7f-9880-35c32269c80b,P9890,A2513,4729782,Won,1,2,3,Late stakeholder involvement,2023-11-16,2025-12-19 08:13:39.638216
7ae3bd68-d039-4432-963f-4281d1766e2a,P5941,A1375,1846906,Won,3,4,4,Pricing strategy worked well,2024-05-13,2025-12-19 08:13:39.638225
d945b117-958d-4450-b07e-8c1cc75af74e,P6853,A1479,74626,Won,5,2,5,Late stakeholder involvement,2024-10-08,2025-12-19 08:13:39.638234
b822215a-a6f2-415d-a47a-5d961480daf6,P6137,A2256,641669,Won,1,1,2,Pricing strategy worked well,2024-01-28,2025-12-19 08:13:39.638250
ed2ba5e5-ddb2-4b0e-862a-5c572274ab05,P6589,A2838,247534,Lost,1,5,4,Client expectations unclear,2023-02-11,2025-12-19 08:13:39.638258
67d07789-a51c-435e-b902-48637be9dd1d,P9878,A2284,2107425,Lost,3,3,5,Better risk assessment needed,2023-12-15,2025-12-19 08:13:39.638267
9d3b4244-5459-4894-b339-61d9ed535351,P8508,A2211,1678436,Lost,3,1,4,Better risk assessment needed,2024-07-05,2025-12-19 08:13:39.638275
86a3fc72-04c6-49f9-ad32-e4ad6ab2ce9f,P7666,A2097,3566962,Won,5,5,2,Pricing strategy worked well,2024-08-01,2025-12-19 08:13:39.638285
1be4257e-c42b-4924-9882-ab534c19eb6a,P6275,A2198,1736123,Won,5,5,2,Late stakeholder involvement,2024-10-28,2025-12-19 08:13:39.638293
5b8da822-4bd5-430d-9f09-3df2a47d8f64,P6726,A1083,1634881,Lost,5,5,3,Pricing strategy worked well,2024-12-04,2025-12-19 08:13:39.638301
05640c31-a8c9-4962-b0f1-48a76a3cbd21,P5887,A1317,1966233,Lost,1,4,4,Pricing strategy worked well,2023-07-29,2025-12-19 08:13:39.638310
0f3600f4-bb38-42a7-a97a-a414beac25c2,P6804,A1511,4787363,Lost,5,1,3,Better risk assessment needed,2024-05-27,2025-12-19 08:13:39.638318
6508241e-ef34-4636-9cb1-f5c9369eb451,P8347,A1188,2886527,Lost,3,2,1,Client expectations unclear,2023-07-29,2025-12-19 08:13:39.638327
0fc16709-83a8-412b-aa2f-00408345b232,P7422,A1156,2826905,Lost,4,3,1,Pricing strategy worked well,2023-09-20,2025-12-19 08:13:39.638335
1b494f47-3d96-4619-bbce-119960e1610c,P7198,A1252,3501135,Won,1,4,4,Pricing strategy worked well,2023-06-18,2025-12-19 08:13:39.638344
7d3be2fc-9810-4c87-957a-56189f872092,P6626,A1354,1041035,Won,4,3,1,Better risk assessment needed,2024-12-27,2025-12-19 08:13:39.638353
48b24d94-8ddf-4e8a-92c2-905897766fc3,P6140,A2821,2337594,Lost,5,4,2,Late stakeholder involvement,2023-07-09,2025-12-19 08:13:39.638362
b06f789c-8e2f-48ca-a934-c605b51bbf47,P6211,A1937,4022131,Won,1,3,3,Better risk assessment needed,2023-02-06,2025-12-19 08:13:39.638371
ca1a8858-c584-46d5-a0fa-30f2c5aa47b5,P5436,A2395,2752974,Won,4,4,1,Client expectations unclear,2023-02-02,2025-12-19 08:13:39.638379
26236ab7-8f3c-4e47-a11a-aaee34ce302a,P9566,A1212,3705701,Lost,4,2,1,Better risk assessment needed,2023-01-05,2025-12-19 08:13:39.638388
3c7fd919-02fb-4912-aa5b-5643c4534f2c,P8176,A1552,4891868,Won,4,1,4,Late stakeholder involvement,2023-06-07,2025-12-19 08:13:39.638396
4abf79cd-7bb4-4ea7-8a1a-9c8871a2c179,P9964,A1857,4867076,Won,2,4,1,Better risk assessment needed,2023-11-24,2025-12-19 08:13:39.638405
6385a765-0da3-44ef-98ab-cbc4479ef336,P6713,A2253,1803708,Lost,5,2,2,Pricing strategy worked well,2024-02-08,2025-12-19 08:13:39.638413
24497e4b-5d36-4a6c-925b-9cabc7d853e3,P8869,A2229,2480346,Lost,4,2,2,Pricing strategy worked well,2024-02-04,2025-12-19 08:13:39.638421
4dceb192-870b-4d4a-ba49-aa6133b8a529,P8944,A2771,679027,Lost,4,4,1,Client expectations unclear,2023-09-05,2025-12-19 08:13:39.638430
fc1dee37-4663-4e24-9c1d-292c6111cf2a,P9707,A1276,3557416,Won,5,5,1,Better risk assessment needed,2023-07-20,2025-12-19 08:13:39.638438
c3f38d6f-e2f5-4f04-9487-bb8149080ff9,P8913,A2754,4573390,Lost,2,4,3,Better risk assessment needed,2023-05-17,2025-12-19 08:13:39.638447
79eab8e9-48cf-4bb4-a617-1d6ca86efec5,P8011,A2368,2163899,Lost,2,3,2,Strong technical proposal,2023-03-16,2025-12-19 08:13:39.638455
586a6d70-8f5e-4c7b-a529-327fc8625e84,P8127,A1156,3296428,Lost,2,5,4,Client expectations unclear,2023-08-29,2025-12-19 08:13:39.638463
285f515c-563a-440a-b9ba-3537d837d25b,P9664,A1735,768723,Lost,3,3,1,Better risk assessment needed,2023-09-30,2025-12-19 08:13:39.638472
38daee98-0aff-4df7-8e34-6c839c223579,P9332,A2792,697247,Won,2,4,4,Client expectations unclear,2023-08-03,2025-12-19 08:13:39.638480
bafcd8bd-9167-488e-a0a7-c6862c059232,P7055,A1587,1097283,Lost,5,2,4,Better risk assessment needed,2024-10-17,2025-12-19 08:13:39.638488
95fe50b3-df5a-45e4-ada4-98e0c0a04e79,P9832,A2655,1268254,Lost,3,3,5,Strong technical proposal,2023-06-12,2025-12-19 08:13:39.638497
ceaf0c77-a359-413b-a86c-d7fabf09f0f9,P9020,A2627,4947867,Lost,1,2,2,Pricing strategy worked well,2024-12-03,2025-12-19 08:13:39.638505
f1ec8c47-b474-4553-837d-d9063bc88605,P6656,A1139,1926771,Won,1,1,2,Client expectations unclear,2024-04-08,2025-12-19 08:13:39.638513
79f68c1d-5e0a-46ae-b498-5b06e771fcdd,P7025,A2480,1998644,Lost,1,5,1,Client expectations unclear,2023-11-13,2025-12-19 08:13:39.638521
1875648d-d7d6-454e-855d-96ca27ccf4a0,P6905,A1242,3659801,Won,4,2,2,Better risk assessment needed,2024-07-01,2025-12-19 08:13:39.638530
1eb5e0b9-3baa-4e75-930f-f277678bc788,P9365,A1487,1445121,Lost,3,1,1,Pricing strategy worked well,2024-07-18,2025-12-19 08:13:39.638541
b41524d4-75f8-4e51-83cf-fe9d12266c3e,P8023,A1315,4621804,Lost,4,4,2,Better risk assessment needed,2023-05-20,2025-12-19 08:13:39.638556
5e14ae08-4d89-4959-8e66-8f0e910d24b6,P7705,A1413,339988,Lost,4,4,1,Pricing strategy worked well,2023-08-22,2025-12-19 08:13:39.638565
fc05055d-67d7-48d1-ae0b-e16a51d2f339,P6376,A2821,3537476,Lost,2,1,1,Strong technical proposal,2024-09-01,2025-12-19 08:13:39.638574
f90b03fa-92ef-4161-9eab-13640ce95b11,P5114,A2643,3578230,Won,3,4,4,Better risk assessment needed,2023-09-09,2025-12-19 08:13:39.638582
32e172d5-c98d-4436-828b-9f577d137478,P6428,A2901,1683967,Lost,4,1,3,Client expectations unclear,2024-03-02,2025-12-19 08:13:39.638590
645fcdbe-684c-45d5-bb35-795e6164b561,P5886,A2963,209261,Lost,1,3,1,Client expectations unclear,2023-09-25,2025-12-19 08:13:39.638599
be8133db-b699-4951-a3f1-5e84721d48d0,P5507,A2887,3895261,Won,5,2,3,Strong technical proposal,2024-11-24,2025-12-19 08:13:39.638608
c835f15d-e88d-41c1-b8f5-9624bd27a3d4,P5662,A1636,3293459,Won,4,1,3,Client expectations unclear,2023-07-17,2025-12-19 08:13:39.638616
280905cb-d828-44ff-9211-73540e7114d5,P8221,A2841,1002502,Won,2,1,4,Client expectations unclear,2023-12-07,2025-12-19 08:13:39.638624
e0ffa67e-ef1e-4dc9-93c7-cd3f0f21f698,P6650,A1416,4223736,Won,5,1,2,Client expectations unclear,2024-10-29,2025-12-19 08:13:39.638633
185bfd34-f205-4c30-844a-55e501e62b93,P6769,A1412,1641483,Lost,5,3,4,Pricing strategy worked well,2023-03-05,2025-12-19 08:13:39.638641
9faab3ef-9fd0-4afb-a3b2-50618565c3cf,P8467,A1080,1812258,Won,1,5,4,Client expectations unclear,2024-06-09,2025-12-19 08:13:39.638650
01026753-e9fe-4cc9-a8fd-09d89d2a8aa2,P8417,A1532,4979446,Won,4,5,2,Strong technical proposal,2023-05-15,2025-12-19 08:13:39.638658
3c534f45-9621-400d-b157-a7a246d085a3,P9307,A2396,4667851,Won,5,3,4,Pricing strategy worked well,2024-09-10,2025-12-19 08:13:39.638667
50147ca9-9301-4512-a76f-01055ec34028,P5861,A2777,4607584,Lost,3,2,1,Late stakeholder involvement,2024-08-05,2025-12-19 08:13:39.638675
ced0c4f3-4821-4628-a812-f09e1ad18e00,P6127,A2305,3084785,Lost,3,2,5,Pricing strategy worked well,2024-08-15,2025-12-19 08:13:39.638683
a99f1ec1-0390-4f20-bbac-ee9b772f046f,P6657,A1001,3169363,Lost,4,3,1,Strong technical proposal,2024-04-14,2025-12-19 08:13:39.638692
3adfe7bc-c079-4f36-b91a-6fe07de49ee0,P6447,A2556,3620102,Lost,5,5,1,Strong technical proposal,2023-09-21,2025-12-19 08:13:39.638700
787db18a-25cb-4cca-9138-d28de594b09a,P6383,A1311,179213,Lost,4,5,5,Strong technical proposal,2024-06-08,2025-12-19 08:13:39.638708
a33b88d3-03aa-40c8-b2d3-b59a674da8da,P5773,A2197,234179,Won,2,1,4,Pricing strategy worked well,2024-06-12,2025-12-19 08:13:39.638716
97289953-d18d-4b91-9429-54990ed00cdf,P5345,A1390,3096540,Won,4,3,3,Strong technical proposal,2024-02-09,2025-12-19 08:13:39.638725
ef474ead-bbab-4023-8ac4-9e0963eee50d,P7681,A2962,1888198,Won,5,5,1,Late stakeholder involvement,2023-01-28,2025-12-19 08:13:39.638734
097950c5-c612-4a68-945e-ea48da641409,P6733,A2727,3943571,Won,1,1,2,Strong technical proposal,2024-11-03,2025-12-19 08:13:39.638742
9ccebc5c-943c-47ae-9b6f-6d8fc370571e,P6017,A1173,3805641,Won,3,2,4,Late stakeholder involvement,2024-05-03,2025-12-19 08:13:39.638751
eadf739b-902b-4be0-ac03-c36711a660ca,P5665,A1377,2642129,Won,1,5,3,Strong technical proposal,2023-12-15,2025-12-19 08:13:39.638760
fc5f329a-91fc-4190-8872-9c86e34192be,P7511,A1721,3083353,Won,3,1,5,Pricing strategy worked well,2023-02-15,2025-12-19 08:13:39.638769
926d199a-c91a-4d9c-8e7c-dfddfa71e0c9,P9031,A2675,3193477,Lost,2,5,4,Pricing strategy worked well,2024-08-15,2025-12-19 08:13:39.638777
31c83f4e-8d35-401f-9313-38f617c0492b,P9137,A2344,1701551,Lost,5,2,2,Pricing strategy worked well,2024-08-13,2025-12-19 08:13:39.638785
5b277d26-eb04-4595-9f68-bd2e2d8c05eb,P9429,A2845,210586,Won,5,2,4,Client expectations unclear,2024-06-04,2025-12-19 08:13:39.638794
7e358a9d-8e80-45cf-9477-5de8e1efd47f,P5451,A1488,2102999,Won,4,1,2,Client expectations unclear,2024-05-15,2025-12-19 08:13:39.638802
37970639-6a96-42d0-9253-0612f9c18621,P9639,A1080,1796845,Won,2,2,3,Client expectations unclear,2024-10-07,2025-12-19 08:13:39.638811
6f1a3cdf-1e4b-4409-ab54-b74ad3a7ea2f,P5371,A1608,627882,Won,1,5,5,Pricing strategy worked well,2023-10-23,2025-12-19 08:13:39.638819
88d3ab44-aa21-47ea-9e05-aa2de966c4d5,P7982,A2043,1365239,Won,1,5,4,Pricing strategy worked well,2024-01-30,2025-12-19 08:13:39.638828
6f3a5466-04fb-4f85-a2bd-ba6d0c0680a2,P7447,A2855,1309165,Lost,4,2,3,Better risk assessment needed,2023-10-12,2025-12-19 08:13:39.638836
c2402834-ffd9-4729-90f8-9b3863ee21d5,P9008,A1373,686224,Lost,1,2,4,Pricing strategy worked well,2023-06-21,2025-12-19 08:13:39.638845
62de5624-c183-4713-a101-32b165c27f3b,P6157,A2158,2939436,Lost,2,5,4,Strong technical proposal,2023-12-09,2025-12-19 08:13:39.638854
548fff51-c99f-44c9-b6dd-f4d38a12a1ef,P5218,A1348,3835861,Lost,4,1,4,Better risk assessment needed,2023-11-30,2025-12-19 08:13:39.638862
2bc11b91-950c-4ab7-93df-41026db71048,P9260,A1126,4750493,Lost,5,5,1,Late stakeholder involvement,2023-05-25,2025-12-19 08:13:39.638871
ede41b6a-4ac5-4e0d-bd05-69efdd0faee2,P9178,A1813,2288177,Lost,3,1,5,Better risk assessment needed,2023-03-07,2025-12-19 08:13:39.638879
db9dc752-75bb-4d14-806e-fd7a023bca7f,P7333,A2387,1773652,Won,2,2,2,Better risk assessment needed,2023-06-09,2025-12-19 08:13:39.638887
f02e4e80-f022-4764-8576-a6b1afe7962b,P5719,A2425,699627,Lost,1,1,4,Client expectations unclear,2023-02-27,2025-12-19 08:13:39.638896
f6f073a9-09f3-4547-9cba-8d9b640caa62,P7566,A1699,3190991,Lost,1,2,5,Better risk assessment needed,2023-03-29,2025-12-19 08:13:39.638905
72a299b0-ad57-4c34-ac69-3afd9bb4db1e,P9031,A1207,2324343,Lost,3,2,1,Client expectations unclear,2024-09-15,2025-12-19 08:13:39.638913
565e9894-080f-425c-adb3-83c7c9fbfcf8,P8738,A2584,2584516,Won,3,3,5,Better risk assessment needed,2024-11-25,2025-12-19 08:13:39.638922
7a99b56d-4e57-452a-a71a-e31b201f6642,P9279,A1294,1129980,Lost,1,4,2,Strong technical proposal,2023-07-22,2025-12-19 08:13:39.638930
3c6f067e-f8d7-4f19-958b-41958fe7ba05,P6854,A1360,4165716,Won,2,2,1,Client expectations unclear,2024-09-20,2025-12-19 08:13:39.638939
a1fca66c-1f40-4aeb-9c48-fb844a8e9b93,P5416,A2357,4499830,Lost,4,4,2,Strong technical proposal,2023-10-17,2025-12-19 08:13:39.638947
2651ce25-0231-4147-a506-924cef7ae54d,P7530,A2198,934014,Lost,5,2,2,Better risk assessment needed,2023-03-03,2025-12-19 08:13:39.638956
21a2794e-5a2b-4d09-9e50-3c97959c942a,P6736,A1765,946304,Lost,3,5,4,Client expectations unclear,2023-10-16,2025-12-19 08:13:39.638964
6108cef9-bc16-4e3d-baf4-d6ee1245d36f,P8755,A2735,2773953,Lost,3,1,5,Late stakeholder involvement,2023-04-26,2025-12-19 08:13:39.638973
2b2257ec-abb7-4ad4-9e41-186608217893,P8417,A2025,3258717,Won,4,4,3,Late stakeholder involvement,2023-10-16,2025-12-19 08:13:39.638981
587382a6-4c92-4a75-8a72-21d18e6170b6,P6950,A1569,3305426,Won,1,4,2,Strong technical proposal,2023-03-31,2025-12-19 08:13:39.638990
ed1f968f-4478-4545-8e49-33ebab301432,P5091,A1542,1822896,Lost,4,5,3,Strong technical proposal,2024-02-26,2025-12-19 08:13:39.638998
ea3961e7-3942-41ec-b004-d5461d04035f,P9560,A1810,223054,Won,3,2,4,Strong technical proposal,2024-09-26,2025-12-19 08:13:39.639007
2bd5c1e9-40ce-4e30-9ed4-afd8d8d9104a,P9621,A2139,3482392,Won,2,2,4,Pricing strategy worked well,2024-06-10,2025-12-19 08:13:39.639015
b30cc610-4ffa-4664-adca-6df86145a7cf,P9596,A2412,309072,Lost,1,3,3,Pricing strategy worked well,2024-02-20,2025-12-19 08:13:39.639023
